number;incident_state;active;reassignment_count;reopen_count;sys_mod_count;made_sla;opened_at;impact;urgency;priority;knowledge;resolved_at;closed_at
INC0000092;Closed;false;1;0;6;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-12
INC0000093;Closed;false;0;0;1;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-05
INC0000094;Closed;false;0;0;10;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-10;2016-03-24
INC0000098;Closed;false;1;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000099;Closed;false;1;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000100;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000101;Closed;false;0;0;6;true;2016-02-29;2 - Medium;3 - Low;4 - Low;true;2016-02-29;2016-03-05
INC0000102;Closed;false;4;1;19;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0000103;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000104;Closed;false;1;0;6;false;2016-02-29;1 - High;2 - Medium;2 - High;true;2016-03-01;2016-03-06
INC0000105;Closed;false;1;0;7;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000110;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000111;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000112;Closed;false;2;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000113;Closed;false;0;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000114;Closed;false;1;0;9;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000115;Closed;false;2;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000116;Closed;false;1;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000119;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000121;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000122;Closed;false;1;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000123;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000124;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000125;Closed;false;1;0;6;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000126;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000128;Closed;false;2;0;10;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-11;2016-03-24
INC0000129;Closed;false;2;0;17;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-22;2016-03-27
INC0000130;Closed;false;1;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000131;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000132;Closed;false;2;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000134;Closed;false;1;0;4;true;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-03;2016-03-08
INC0000135;Closed;false;0;0;7;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000137;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000139;Closed;false;1;0;6;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000140;Closed;false;1;0;7;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000141;Closed;false;0;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000146;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000147;Closed;false;1;0;9;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-19
INC0000148;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000149;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000152;Closed;false;0;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000153;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000155;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000156;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000158;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000159;Closed;false;1;0;6;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000160;Closed;false;0;0;1;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-05
INC0000161;Closed;false;2;0;11;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-08;2016-03-24
INC0000164;Closed;false;2;0;6;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000166;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000167;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000168;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000169;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000171;Closed;false;4;0;16;false;2016-02-29;1 - High;2 - Medium;2 - High;true;2016-03-18;2016-03-24
INC0000172;Closed;false;1;0;9;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000173;Closed;false;1;0;21;false;2016-02-29;3 - Low;2 - Medium;4 - Low;true;2016-04-11;2016-04-16
INC0000174;Closed;false;1;0;9;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-02
INC0000176;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000178;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000179;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000192;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000193;Closed;false;1;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000194;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000195;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000197;Closed;false;7;0;34;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-31;2016-04-05
INC0000199;Closed;false;0;0;1;true;2016-02-29;3 - Low;3 - Low;4 - Low;true;;2016-03-05
INC0000204;Closed;false;0;0;3;true;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-02-29;2016-03-05
INC0000207;Closed;false;0;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000211;Closed;false;0;0;6;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000213;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000217;Closed;false;2;0;8;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0000218;Closed;false;1;0;7;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000220;Closed;false;1;0;8;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-17
INC0000221;Closed;false;1;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000223;Closed;false;1;0;10;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000228;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000230;Closed;false;1;0;10;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0000232;Closed;false;1;0;13;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-12;2016-03-24
INC0000236;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000237;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000246;Closed;false;1;0;9;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-04;2016-03-09
INC0000250;Closed;false;4;0;17;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-12;2016-03-24
INC0000253;Closed;false;1;0;6;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000257;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000259;Closed;false;1;0;9;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000260;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000261;Closed;false;0;0;7;true;2016-02-29;1 - High;1 - High;1 - Critical;true;2016-02-29;2016-02-29
INC0000262;Closed;false;1;0;7;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000265;Closed;false;4;0;9;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000266;Closed;false;1;0;11;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-04;2016-03-09
INC0000268;Closed;false;1;0;17;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0000269;Closed;false;0;0;1;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-05
INC0000272;Closed;false;4;0;12;false;2016-02-29;3 - Low;2 - Medium;4 - Low;true;2016-03-08;2016-03-24
INC0000273;Closed;false;1;0;5;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-04;2016-03-09
INC0000278;Closed;false;0;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000279;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000280;Closed;false;5;0;12;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0000282;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000283;Closed;false;1;0;10;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000284;Closed;false;0;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000285;Closed;false;0;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000286;Closed;false;1;0;6;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000290;Closed;false;0;0;1;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-05
INC0000292;Closed;false;3;0;10;true;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-02;2016-03-07
INC0000294;Closed;false;1;1;26;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0000295;Closed;false;0;0;4;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-04;2016-03-09
INC0000297;Closed;false;0;0;5;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-04;2016-03-09
INC0000298;Closed;false;0;0;93;false;2016-02-29;3 - Low;3 - Low;4 - Low;false;2016-11-25;2016-11-30
INC0000301;Closed;false;1;0;6;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000302;Closed;false;2;0;14;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-22;2016-03-27
INC0000303;Closed;false;0;0;10;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-10;2016-03-24
INC0000304;Closed;false;0;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000305;Closed;false;1;0;10;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-04;2016-03-09
INC0000306;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000307;Closed;false;0;0;102;false;2016-02-29;3 - Low;3 - Low;4 - Low;false;2016-12-19;2016-12-24
INC0000310;Closed;false;0;0;4;true;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-01;2016-03-06
INC0000315;Closed;false;1;0;6;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0000317;Closed;false;0;0;23;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-04-25;2016-04-30
INC0000318;Closed;false;0;0;16;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-28;2016-04-02
INC0000319;Closed;false;1;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000323;Closed;false;0;0;1;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-05
INC0000324;Closed;false;0;0;45;false;2016-02-29;2 - Medium;3 - Low;4 - Low;false;2016-06-16;2016-06-21
INC0000325;Closed;false;0;0;11;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-16;2016-03-24
INC0000329;Closed;false;4;0;18;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-16;2016-03-24
INC0000330;Closed;false;0;0;11;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-18;2016-03-24
INC0000332;Closed;false;5;0;20;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0000333;Closed;false;0;0;22;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-04-29;2016-05-04
INC0000336;Closed;false;0;0;7;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-10;2016-03-24
INC0000337;Closed;false;0;0;33;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-05-30;2016-06-04
INC0000338;Closed;false;0;0;16;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-04-05;2016-04-10
INC0000339;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000341;Closed;false;0;0;62;false;2016-02-29;1 - High;1 - High;1 - Critical;true;2016-08-02;2016-08-07
INC0000343;Closed;false;0;0;106;false;2016-02-29;2 - Medium;3 - Low;4 - Low;false;2016-12-22;2016-12-27
INC0000345;Closed;false;2;0;8;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000346;Closed;false;0;0;24;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-29;2016-05-04
INC0000347;Closed;false;0;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000348;Closed;false;0;0;22;false;2016-02-29;2 - Medium;3 - Low;4 - Low;true;2016-04-18;2016-04-23
INC0000351;Closed;false;0;0;11;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-21;2016-03-26
INC0000352;Closed;false;0;0;1;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-05
INC0000353;Closed;false;0;0;1;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-05
INC0000355;Closed;false;0;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000356;Closed;false;3;0;10;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-08;2016-03-24
INC0000357;Closed;false;0;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000358;Closed;false;0;0;3;true;2016-02-29;3 - Low;2 - Medium;4 - Low;true;2016-02-29;2016-03-09
INC0000358;Closed;false;0;0;4;true;2016-02-29;3 - Low;2 - Medium;4 - Low;true;2016-02-29;2016-03-09
INC0000359;Closed;false;0;0;51;false;2016-02-29;2 - Medium;3 - Low;4 - Low;true;2016-07-12;2016-07-17
INC0000361;Closed;false;1;0;8;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0000363;Closed;false;0;0;17;false;2016-02-29;2 - Medium;3 - Low;4 - Low;true;2016-03-28;2016-04-02
INC0000369;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000370;Closed;false;0;0;5;false;2016-02-29;1 - High;1 - High;1 - Critical;true;2016-03-01;2016-03-06
INC0000371;Closed;false;0;0;15;false;2016-02-29;2 - Medium;3 - Low;4 - Low;true;2016-03-29;2016-04-03
INC0000372;Closed;false;0;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-04;2016-03-09
INC0000373;Closed;false;0;0;8;false;2016-02-29;3 - Low;3 - Low;4 - Low;true;2016-03-10;2016-03-24
INC0000374;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000375;Closed;false;0;0;33;false;2016-02-29;2 - Medium;3 - Low;4 - Low;true;2016-05-19;2016-05-24
INC0000376;Closed;false;1;0;5;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0000377;Closed;false;0;0;3;true;2016-02-29;3 - Low;2 - Medium;4 - Low;true;2016-02-29;2016-03-05
INC0000378;Closed;false;0;0;14;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-01;2016-04-06
INC0000379;Closed;false;0;0;3;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-05-23
INC0000384;Closed;false;0;0;4;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000385;Closed;false;0;0;16;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-28;2016-04-02
INC0000387;Closed;false;0;0;9;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-09;2016-03-24
INC0000388;Closed;false;0;0;8;false;2016-02-29;1 - High;1 - High;1 - Critical;true;2016-03-22;2016-03-27
INC0000392;Closed;false;0;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000393;Closed;false;1;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000395;Closed;false;2;0;11;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000396;Closed;false;5;0;14;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-12;2016-03-24
INC0000398;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000399;Closed;false;0;0;1;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;;2016-03-05
INC0000400;Closed;false;1;0;14;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-14;2016-03-24
INC0000401;Closed;false;0;0;6;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000403;Closed;false;1;1;25;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-07;2016-03-24
INC0000405;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000418;Closed;false;0;0;13;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-17;2016-03-24
INC0000419;Closed;false;0;0;10;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-23;2016-03-28
INC0000425;Closed;false;0;0;2;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000433;Closed;false;0;0;9;false;2016-02-29;1 - High;1 - High;1 - Critical;true;2016-03-25;2016-03-30
INC0000434;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-05
INC0000439;Closed;false;0;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-03;2016-03-08
INC0000440;Closed;false;3;0;5;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000441;Closed;false;7;0;18;false;2016-02-29;1 - High;1 - High;1 - Critical;true;2016-03-15;2016-03-20
INC0000455;Closed;false;0;0;3;true;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-02-29;2016-03-06
INC0000458;Closed;false;6;0;15;false;2016-02-29;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-18;2016-03-24
INC0000464;Closed;false;1;0;10;false;2016-03-01;2 - Medium;2 - Medium;3 - Moderate;false;2016-03-22;2016-03-27
INC0000467;Closed;false;2;0;23;false;2016-03-01;2 - Medium;2 - Medium;3 - Moderate;true;2016-04-13;2016-04-18
INC0000468;Closed;false;0;0;5;true;2016-03-01;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000469;Closed;false;0;0;3;true;2016-03-01;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000473;Closed;false;0;0;9;false;2016-03-01;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-22;2016-03-27
INC0000477;Closed;false;1;0;8;true;2016-03-01;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-02;2016-03-07
INC0000480;Closed;false;1;0;12;true;2016-03-01;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
INC0000486;Closed;false;0;0;5;true;2016-03-01;2 - Medium;2 - Medium;3 - Moderate;true;2016-03-01;2016-03-06
