number;incident_state;active;reassignment_count;reopen_count;sys_mod_count;made_sla;opened_at;impact;urgency;priority;knowledge;resolved_at;closed_at
INC0000126;Closed;false;0;0;3;true;29/2/2016 09:31;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:57;07/03/2016 15:00
INC0000128;Closed;false;2;0;10;false;29/2/2016 09:36;2 - Medium;2 - Medium;3 - Moderate;true;11/03/2016 12:15;24/03/2016 18:50
INC0000129;Closed;false;2;0;17;false;29/2/2016 09:40;2 - Medium;2 - Medium;3 - Moderate;true;22/03/2016 13:30;27/03/2016 13:59
INC0000130;Closed;false;1;0;5;true;29/2/2016 09:41;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 10:16;08/03/2016 11:00
INC0000131;Closed;false;0;0;3;true;29/2/2016 09:41;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 09:27;08/03/2016 10:00
INC0000132;Closed;false;2;0;5;true;29/2/2016 09:42;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 15:18;08/03/2016 16:00
INC0000134;Closed;false;1;0;4;true;29/2/2016 09:44;3 - Low;3 - Low;4 - Low;true;03/03/2016 08:21;08/03/2016 09:00
INC0000135;Closed;false;0;0;7;true;29/2/2016 09:45;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 16:17;05/03/2016 17:00
INC0000137;Closed;false;0;0;3;true;29/2/2016 09:48;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 11:03;05/03/2016 12:00
INC0000139;Closed;false;1;0;6;true;29/2/2016 09:50;2 - Medium;2 - Medium;3 - Moderate;true;01/03/2016 09:56;06/03/2016 10:00
INC0000140;Closed;false;1;0;7;true;29/2/2016 09:51;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 11:59;08/03/2016 12:00
INC0000141;Closed;false;0;0;4;true;29/2/2016 09:52;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:58;07/03/2016 15:00
INC0000146;Closed;false;0;0;3;true;29/2/2016 09:57;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:59;07/03/2016 15:00
INC0000147;Closed;false;1;0;9;false;29/2/2016 10:00;2 - Medium;2 - Medium;3 - Moderate;true;14/03/2016 09:49;19/03/2016 10:00
INC0000148;Closed;false;0;0;3;true;29/2/2016 10:00;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:00;07/03/2016 16:00
INC0000149;Closed;false;0;0;3;true;29/2/2016 10:01;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:01;07/03/2016 16:00
INC0000152;Closed;false;0;0;4;true;29/2/2016 10:08;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 09:23;08/03/2016 10:00
INC0000153;Closed;false;0;0;3;true;29/2/2016 10:10;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:55;07/03/2016 15:00
INC0000155;Closed;false;0;0;3;true;29/2/2016 10:12;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:02;07/03/2016 16:00
INC0000156;Closed;false;0;0;3;true;29/2/2016 10:14;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:02;07/03/2016 16:00
INC0000158;Closed;false;0;0;2;true;29/2/2016 10:17;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:06;07/03/2016 16:00
INC0000159;Closed;false;1;0;6;true;29/2/2016 10:17;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 10:09;07/03/2016 11:00
INC0000160;Closed;false;0;0;1;true;29/2/2016 10:18;2 - Medium;2 - Medium;3 - Moderate;true;;05/03/2016 11:00
INC0000161;Closed;false;2;0;11;false;29/2/2016 10:18;3 - Low;3 - Low;4 - Low;true;08/03/2016 09:22;24/03/2016 18:40
INC0000164;Closed;false;2;0;6;true;29/2/2016 10:18;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 14:34;08/03/2016 15:00
INC0000166;Closed;false;0;0;3;true;29/2/2016 10:24;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 16:24;05/03/2016 17:00
INC0000167;Closed;false;0;0;3;true;29/2/2016 10:27;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 11:02;05/03/2016 12:00
INC0000168;Closed;false;0;0;2;true;29/2/2016 10:27;2 - Medium;2 - Medium;3 - Moderate;true;01/03/2016 09:05;06/03/2016 10:00
INC0000169;Closed;false;0;0;2;true;29/2/2016 10:30;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:06;07/03/2016 16:00
INC0000171;Closed;false;4;0;16;false;29/2/2016 10:33;1 - High;2 - Medium;2 - High;true;18/03/2016 13:44;24/03/2016 18:59
INC0000172;Closed;false;1;0;9;true;29/2/2016 10:36;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 18:24;05/03/2016 19:00
INC0000173;Closed;false;1;0;21;false;29/2/2016 10:36;3 - Low;2 - Medium;4 - Low;true;11/04/2016 14:49;16/04/2016 15:07
INC0000174;Closed;false;1;0;9;true;29/2/2016 10:39;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 13:01;02/03/2016 13:02
INC0000176;Closed;false;0;0;2;true;29/2/2016 10:40;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:07;07/03/2016 16:00
INC0000178;Closed;false;0;0;3;true;29/2/2016 10:45;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 11:55;05/03/2016 12:00
INC0000179;Closed;false;0;0;2;true;29/2/2016 10:46;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 09:20;07/03/2016 10:00
INC0000192;Closed;false;0;0;2;true;29/2/2016 10:58;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 11:02;05/03/2016 12:00
INC0000193;Closed;false;1;0;5;true;29/2/2016 10:59;2 - Medium;2 - Medium;3 - Moderate;true;01/03/2016 16:03;06/03/2016 17:00
INC0000194;Closed;false;0;0;2;true;29/2/2016 10:59;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 11:11;05/03/2016 12:00
INC0000195;Closed;false;0;0;3;true;29/2/2016 11:00;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:15;07/03/2016 16:00
INC0000197;Closed;false;7;0;34;false;29/2/2016 11:02;2 - Medium;2 - Medium;3 - Moderate;true;31/03/2016 11:13;05/04/2016 11:59
INC0000199;Closed;false;0;0;1;true;29/2/2016 11:06;3 - Low;3 - Low;4 - Low;true;;05/03/2016 12:00
INC0000204;Closed;false;0;0;3;true;29/2/2016 11:13;3 - Low;3 - Low;4 - Low;true;29/02/2016 16:43;05/03/2016 17:00
INC0000207;Closed;false;0;0;4;true;29/2/2016 11:19;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 20:15;05/03/2016 21:00
INC0000211;Closed;false;0;0;6;true;29/2/2016 11:23;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 06:46;08/03/2016 07:00
INC0000213;Closed;false;0;0;3;true;29/2/2016 11:25;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 12:53;05/03/2016 13:00
INC0000217;Closed;false;2;0;8;false;29/2/2016 11:48;2 - Medium;2 - Medium;3 - Moderate;true;08/03/2016 09:27;24/03/2016 18:40
INC0000218;Closed;false;1;0;7;true;29/2/2016 11:53;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 13:36;05/03/2016 14:00
INC0000220;Closed;false;1;0;8;false;29/2/2016 11:56;2 - Medium;2 - Medium;3 - Moderate;true;09/03/2016 17:24;17/03/2016 16:27
INC0000221;Closed;false;1;0;4;true;29/2/2016 11:58;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 14:06;07/03/2016 15:00
INC0000223;Closed;false;1;0;10;true;29/2/2016 12:01;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 08:57;08/03/2016 09:00
INC0000228;Closed;false;0;0;3;true;29/2/2016 12:11;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 16:08;05/03/2016 17:00
INC0000230;Closed;false;1;0;10;false;29/2/2016 12:14;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 15:12;24/03/2016 18:40
INC0000232;Closed;false;1;0;13;false;29/2/2016 12:20;3 - Low;3 - Low;4 - Low;true;12/03/2016 21:23;24/03/2016 18:50
INC0000236;Closed;false;0;0;3;true;29/2/2016 12:26;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 13:16;05/03/2016 14:00
INC0000237;Closed;false;0;0;3;true;29/2/2016 12:27;2 - Medium;2 - Medium;3 - Moderate;true;01/03/2016 14:04;06/03/2016 15:00
INC0000246;Closed;false;1;0;9;false;29/2/2016 12:41;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 11:56;09/03/2016 12:00
INC0000250;Closed;false;4;0;17;false;29/2/2016 12:43;2 - Medium;2 - Medium;3 - Moderate;true;12/03/2016 21:30;24/03/2016 18:50
INC0000253;Closed;false;1;0;6;true;29/2/2016 12:43;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 09:08;07/03/2016 10:00
INC0000257;Closed;false;0;0;3;true;29/2/2016 12:48;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 22:28;05/03/2016 23:00
INC0000259;Closed;false;1;0;9;true;29/2/2016 12:50;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 10:39;07/03/2016 11:00
INC0000260;Closed;false;0;0;3;true;29/2/2016 12:52;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 15:09;08/03/2016 16:00
INC0000261;Closed;false;0;0;7;true;29/2/2016 12:54;1 - High;1 - High;1 - Critical;true;29/02/2016 17:47;29/02/2016 17:47
INC0000262;Closed;false;1;0;7;true;29/2/2016 12:59;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 09:21;07/03/2016 10:00
INC0000265;Closed;false;4;0;9;true;29/2/2016 13:14;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:29;07/03/2016 16:00
INC0000266;Closed;false;1;0;11;false;29/2/2016 13:18;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 16:24;09/03/2016 17:00
INC0000268;Closed;false;1;0;17;false;29/2/2016 13:24;2 - Medium;2 - Medium;3 - Moderate;true;09/03/2016 08:46;24/03/2016 18:40
INC0000269;Closed;false;0;0;1;true;29/2/2016 13:30;2 - Medium;2 - Medium;3 - Moderate;true;;05/03/2016 14:00
INC0000272;Closed;false;4;0;12;false;29/2/2016 13:36;3 - Low;2 - Medium;4 - Low;true;08/03/2016 15:35;24/03/2016 18:40
INC0000273;Closed;false;1;0;5;false;29/2/2016 13:36;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 14:38;09/03/2016 15:00
INC0000278;Closed;false;0;0;5;true;29/2/2016 13:48;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 14:46;05/03/2016 15:00
INC0000279;Closed;false;0;0;3;true;29/2/2016 13:50;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 01:03;07/03/2016 02:00
INC0000280;Closed;false;5;0;12;false;29/2/2016 13:50;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 19:57;24/03/2016 18:40
INC0000282;Closed;false;0;0;3;true;29/2/2016 13:52;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 12:34;08/03/2016 13:00
INC0000283;Closed;false;1;0;10;true;29/2/2016 13:54;2 - Medium;2 - Medium;3 - Moderate;true;01/03/2016 09:26;06/03/2016 10:00
INC0000284;Closed;false;0;0;5;true;29/2/2016 13:55;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 11:57;07/03/2016 12:00
INC0000285;Closed;false;0;0;5;true;29/2/2016 13:56;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 00:55;07/03/2016 01:00
INC0000286;Closed;false;1;0;6;true;29/2/2016 13:56;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 16:07;08/03/2016 17:00
INC0000290;Closed;false;0;0;1;true;29/2/2016 13:59;2 - Medium;2 - Medium;3 - Moderate;true;;05/03/2016 15:00
INC0000292;Closed;false;3;0;10;true;29/2/2016 14:04;3 - Low;3 - Low;4 - Low;true;02/03/2016 09:57;07/03/2016 10:00
INC0000294;Closed;false;1;1;26;false;29/2/2016 14:06;2 - Medium;2 - Medium;3 - Moderate;true;14/03/2016 08:25;24/03/2016 18:50
INC0000295;Closed;false;0;0;4;false;29/2/2016 14:09;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 09:33;09/03/2016 10:00
INC0000297;Closed;false;0;0;5;false;29/2/2016 14:15;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 09:34;09/03/2016 10:00
INC0000298;Closed;false;0;0;93;false;29/2/2016 14:16;3 - Low;3 - Low;4 - Low;false;25/11/2016 08:07;30/11/2016 08:10
INC0000301;Closed;false;1;0;6;true;29/2/2016 14:22;2 - Medium;2 - Medium;3 - Moderate;true;01/03/2016 11:35;06/03/2016 12:00
INC0000302;Closed;false;2;0;14;false;29/2/2016 14:23;2 - Medium;2 - Medium;3 - Moderate;false;22/03/2016 12:57;27/03/2016 12:59
INC0000303;Closed;false;0;0;10;false;29/2/2016 14:23;3 - Low;3 - Low;4 - Low;true;10/03/2016 17:47;24/03/2016 18:50
INC0000304;Closed;false;0;0;5;true;29/2/2016 14:25;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 15:09;08/03/2016 16:00
INC0000305;Closed;false;1;0;10;false;29/2/2016 14:28;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 14:41;09/03/2016 15:00
INC0000306;Closed;false;0;0;3;true;29/2/2016 14:28;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 16:48;07/03/2016 17:00
INC0000307;Closed;false;0;0;102;false;29/2/2016 14:30;3 - Low;3 - Low;4 - Low;false;19/12/2016 14:55;24/12/2016 15:00
INC0000310;Closed;false;0;0;4;true;29/2/2016 14:33;3 - Low;3 - Low;4 - Low;true;01/03/2016 13:47;06/03/2016 14:00
INC0000315;Closed;false;1;0;6;false;29/2/2016 14:37;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 09:12;24/03/2016 18:40
INC0000317;Closed;false;0;0;23;false;29/2/2016 14:40;3 - Low;3 - Low;4 - Low;true;25/04/2016 17:06;30/04/2016 17:07
INC0000318;Closed;false;0;0;16;false;29/2/2016 14:43;3 - Low;3 - Low;4 - Low;true;28/03/2016 12:10;02/04/2016 13:59
INC0000319;Closed;false;1;0;4;true;29/2/2016 14:44;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 15:12;07/03/2016 16:00
INC0000323;Closed;false;0;0;1;true;29/2/2016 14:45;2 - Medium;2 - Medium;3 - Moderate;true;;05/03/2016 15:00
INC0000324;Closed;false;0;0;45;false;29/2/2016 14:47;2 - Medium;3 - Low;4 - Low;false;16/06/2016 09:34;21/06/2016 10:00
INC0000325;Closed;false;0;0;11;false;29/2/2016 14:49;3 - Low;3 - Low;4 - Low;true;16/03/2016 08:56;24/03/2016 18:59
INC0000329;Closed;false;4;0;18;false;29/2/2016 14:50;2 - Medium;2 - Medium;3 - Moderate;true;16/03/2016 11:38;24/03/2016 18:59
INC0000330;Closed;false;0;0;11;false;29/2/2016 14:52;3 - Low;3 - Low;4 - Low;true;18/03/2016 13:44;24/03/2016 18:59
INC0000332;Closed;false;5;0;20;false;29/2/2016 14:53;2 - Medium;2 - Medium;3 - Moderate;true;09/03/2016 10:50;24/03/2016 18:40
INC0000333;Closed;false;0;0;22;false;29/2/2016 14:56;3 - Low;3 - Low;4 - Low;true;29/04/2016 09:41;04/05/2016 10:07
INC0000336;Closed;false;0;0;7;false;29/2/2016 15:03;3 - Low;3 - Low;4 - Low;true;10/03/2016 17:27;24/03/2016 18:50
INC0000337;Closed;false;0;0;33;false;29/2/2016 15:07;2 - Medium;2 - Medium;3 - Moderate;true;30/05/2016 12:23;04/06/2016 13:07
INC0000338;Closed;false;0;0;16;false;29/2/2016 15:10;3 - Low;3 - Low;4 - Low;true;05/04/2016 14:18;10/04/2016 14:59
INC0000339;Closed;false;0;0;2;true;29/2/2016 15:12;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 16:17;05/03/2016 17:00
INC0000341;Closed;false;0;0;62;false;29/2/2016 15:13;1 - High;1 - High;1 - Critical;true;02/08/2016 14:33;07/08/2016 15:00
INC0000343;Closed;false;0;0;106;false;29/2/2016 15:14;2 - Medium;3 - Low;4 - Low;false;22/12/2016 09:31;27/12/2016 10:00
INC0000345;Closed;false;2;0;8;true;29/2/2016 15:17;2 - Medium;2 - Medium;3 - Moderate;true;01/03/2016 16:00;06/03/2016 17:00
INC0000346;Closed;false;0;0;24;false;29/2/2016 15:17;2 - Medium;2 - Medium;3 - Moderate;true;29/04/2016 09:45;04/05/2016 10:07
INC0000347;Closed;false;0;0;4;true;29/2/2016 15:21;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 09:14;08/03/2016 10:00
INC0000348;Closed;false;0;0;22;false;29/2/2016 15:22;2 - Medium;3 - Low;4 - Low;true;18/04/2016 09:44;23/04/2016 10:07
INC0000351;Closed;false;0;0;11;false;29/2/2016 15:24;3 - Low;3 - Low;4 - Low;true;21/03/2016 16:11;26/03/2016 16:59
INC0000352;Closed;false;0;0;1;true;29/2/2016 15:27;2 - Medium;2 - Medium;3 - Moderate;true;;05/03/2016 17:00
INC0000353;Closed;false;0;0;1;true;29/2/2016 15:27;2 - Medium;2 - Medium;3 - Moderate;true;;05/03/2016 16:00
INC0000355;Closed;false;0;0;4;true;29/2/2016 15:30;2 - Medium;2 - Medium;3 - Moderate;true;03/03/2016 11:54;08/03/2016 12:00
INC0000356;Closed;false;3;0;10;false;29/2/2016 15:32;2 - Medium;2 - Medium;3 - Moderate;true;08/03/2016 08:52;24/03/2016 18:40
INC0000357;Closed;false;0;0;5;true;29/2/2016 15:34;2 - Medium;2 - Medium;3 - Moderate;true;02/03/2016 16:25;07/03/2016 17:00
INC0000358;Closed;false;0;0;3;true;29/2/2016 15:36;3 - Low;2 - Medium;4 - Low;true;29/02/2016 15:43;09/03/2016 16:27
INC0000358;Closed;false;0;0;4;true;29/2/2016 15:36;3 - Low;2 - Medium;4 - Low;true;29/02/2016 15:43;09/03/2016 16:27
INC0000359;Closed;false;0;0;51;false;29/2/2016 15:37;2 - Medium;3 - Low;4 - Low;true;12/07/2016 09:42;17/07/2016 10:00
INC0000361;Closed;false;1;0;8;false;29/2/2016 15:38;2 - Medium;2 - Medium;3 - Moderate;true;09/03/2016 17:23;24/03/2016 18:40
INC0000363;Closed;false;0;0;17;false;29/2/2016 15:45;2 - Medium;3 - Low;4 - Low;true;28/03/2016 14:56;02/04/2016 14:59
INC0000369;Closed;false;0;0;2;true;29/2/2016 15:48;2 - Medium;2 - Medium;3 - Moderate;true;01/03/2016 09:33;06/03/2016 10:00
INC0000370;Closed;false;0;0;5;false;29/2/2016 15:53;1 - High;1 - High;1 - Critical;true;01/03/2016 08:31;06/03/2016 09:00
INC0000371;Closed;false;0;0;15;false;29/2/2016 15:53;2 - Medium;3 - Low;4 - Low;true;29/03/2016 17:54;03/04/2016 17:59
INC0000372;Closed;false;0;0;4;true;29/2/2016 15:54;2 - Medium;2 - Medium;3 - Moderate;true;04/03/2016 07:58;09/03/2016 08:00
INC0000373;Closed;false;0;0;8;false;29/2/2016 15:55;3 - Low;3 - Low;4 - Low;true;10/03/2016 17:51;24/03/2016 18:50
INC0000374;Closed;false;0;0;3;true;29/2/2016 15:59;2 - Medium;2 - Medium;3 - Moderate;true;29/02/2016 16:22;05/03/2016 17:00
INC0000375;Closed;false;0;0;33;false;29/2/2016 16:09;2 - Medium;3 - Low;4 - Low;true;19/05/2016 15:24;24/05/2016 16:07
INC0000376;Closed;false;1;0;5;false;29/2/2016 16:15;2 - Medium;2 - Medium;3 - Moderate;true;07/03/2016 15:14;24/03/2016 18:40
INC0000377;Closed;false;0;0;3;true;29/2/2016 16:18;3 - Low;2 - Medium;4 - Low;true;29/02/2016 16:38;05/03/2016 17:00
INC0000378;Closed;false;0;0;14;false;29/2/2016 16:23;2 - Medium;2 - Medium;3 - Moderate;true;01/04/2016 10:26;06/04/2016 10:59
